"","End_of_Week","Year","Week","Region","State","City","Pneumonia_and_Flu_Deaths","All_Deaths","Ages_Less_Than_1","Ages_1_to_24","Ages_25_to_44","Ages_45_to_64","Ages_over_65","PRCP","TMAX","TMIN"
"1462",1990-01-06,1990,1,3,"IL","Chicago",22,354,9,9,30,102,203,0.31,37.8571428571429,26
"1463",1990-01-13,1990,2,3,"IL","Chicago",55,584,21,15,58,138,352,0.1,39,26.2857142857143
"1464",1990-01-20,1990,3,3,"IL","Chicago",42,550,43,16,45,120,326,0.44,46,30.1428571428571
"1465",1990-01-27,1990,4,3,"IL","Chicago",41,456,10,14,30,98,304,1.17,42.8571428571429,24.8571428571429
"1466",1990-02-03,1990,5,3,"IL","Chicago",21,486,7,14,50,109,306,0.25,41.5714285714286,23.8571428571429
"1467",1990-02-10,1990,6,3,"IL","Chicago",25,439,9,12,56,86,276,0.02,47.4285714285714,30.1428571428571
"1468",1990-02-17,1990,7,3,"IL","Chicago",23,433,23,14,25,94,276,1.01,38.4285714285714,22.5714285714286
"1469",1990-02-24,1990,8,3,"IL","Chicago",22,464,15,8,41,109,291,0.97,37.5714285714286,18.8571428571429
"1470",1990-03-03,1990,9,3,"IL","Chicago",19,479,11,10,47,126,285,0,35.1428571428571,18.8571428571429
"1471",1990-03-10,1990,10,3,"IL","Chicago",23,442,9,8,37,102,286,1.74,43.5714285714286,30.4285714285714
"1472",1990-03-17,1990,11,3,"IL","Chicago",20,497,24,12,52,98,311,0.36,67.4285714285714,48.8571428571429
"1473",1990-03-24,1990,12,3,"IL","Chicago",27,446,12,14,47,99,274,0.5,44.1428571428571,26.4285714285714
"1474",1990-03-31,1990,13,3,"IL","Chicago",26,459,13,21,56,91,278,0.49,46,31
"1475",1990-04-07,1990,14,3,"IL","Chicago",19,466,15,14,52,114,271,0.2,47,30.2857142857143
"1476",1990-04-14,1990,15,3,"IL","Chicago",16,427,4,11,48,98,266,0.79,51.1428571428571,34.1428571428571
"1477",1990-04-21,1990,16,3,"IL","Chicago",24,425,5,14,43,92,271,0.71,57.8571428571429,37.5714285714286
"1478",1990-04-28,1990,17,3,"IL","Chicago",15,434,15,16,47,106,250,0.09,81.1428571428571,56
"1479",1990-05-05,1990,18,3,"IL","Chicago",15,447,13,14,51,126,243,1.76,61.5714285714286,42.7142857142857
"1480",1990-05-12,1990,19,3,"IL","Chicago",14,466,6,18,48,94,300,3.65,65.8571428571429,45.7142857142857
"1481",1990-05-19,1990,20,3,"IL","Chicago",21,505,20,24,77,90,294,0.71,67.2857142857143,50.7142857142857
"1482",1990-05-26,1990,21,3,"IL","Chicago",22,416,7,17,42,98,252,0.73,64.5714285714286,48.2857142857143
"1483",1990-06-02,1990,22,3,"IL","Chicago",14,423,11,15,47,88,262,0.17,74.1428571428571,51.4285714285714
"1484",1990-06-09,1990,23,3,"IL","Chicago",21,471,16,20,53,110,272,0.67,73.2857142857143,53.1428571428571
"1485",1990-06-16,1990,24,3,"IL","Chicago",20,483,18,13,72,96,284,0.73,83.8571428571429,60.1428571428571
"1486",1990-06-23,1990,25,3,"IL","Chicago",25,447,13,15,61,109,249,0.97,79.1428571428571,58.7142857142857
"1487",1990-06-30,1990,26,3,"IL","Chicago",17,428,22,23,49,100,234,1.96,84.7142857142857,61.1428571428571
"1488",1990-07-07,1990,27,3,"IL","Chicago",16,398,20,8,50,92,228,0.01,83.1428571428571,60.4285714285714
"1489",1990-07-14,1990,28,3,"IL","Chicago",19,462,16,18,53,102,273,0.33,77.1428571428571,63.7142857142857
"1490",1990-07-21,1990,29,3,"IL","Chicago",21,445,13,16,63,102,251,1.66,82.1428571428571,63.2857142857143
"1491",1990-07-28,1990,30,3,"IL","Chicago",19,448,40,14,45,114,235,0.21,82,63.2857142857143
"1492",1990-08-04,1990,31,3,"IL","Chicago",16,439,13,25,54,85,262,0.25,80.8571428571429,60.5714285714286
"1493",1990-08-11,1990,32,3,"IL","Chicago",14,448,16,28,70,101,233,0.53,79.4285714285714,57.7142857142857
"1494",1990-08-18,1990,33,3,"IL","Chicago",29,457,18,17,59,100,263,4.56,79.4285714285714,62.8571428571429
"1495",1990-08-25,1990,34,3,"IL","Chicago",14,544,27,24,57,134,302,2.42,78.1428571428571,67.1428571428571
"1496",1990-09-01,1990,35,3,"IL","Chicago",21,449,17,21,42,89,280,0.03,87.2857142857143,65.1428571428571
"1497",1990-09-08,1990,36,3,"IL","Chicago",18,497,106,16,55,86,234,0.15,84,66
"1498",1990-09-15,1990,37,3,"IL","Chicago",19,464,11,22,49,106,276,0.36,81,61.4285714285714
"1499",1990-09-22,1990,38,3,"IL","Chicago",16,424,10,26,48,106,234,0.51,65.5714285714286,49.4285714285714
"1500",1990-09-29,1990,39,3,"IL","Chicago",14,440,10,18,42,104,266,0.01,72.1428571428571,47.8571428571429
"1501",1990-10-06,1990,40,3,"IL","Chicago",20,437,11,7,56,105,258,0.44,74.8571428571429,47.5714285714286
"1502",1990-10-13,1990,41,3,"IL","Chicago",10,422,10,15,46,89,262,3.01,56.7142857142857,40
"1503",1990-10-20,1990,42,3,"IL","Chicago",11,455,12,17,56,102,267,0.65,62.7142857142857,40.4285714285714
"1504",1990-10-27,1990,43,3,"IL","Chicago",18,475,10,27,53,95,290,0,57,33.7142857142857
"1505",1990-11-03,1990,44,3,"IL","Chicago",14,437,18,12,64,86,257,0.12,67.4285714285714,43.5714285714286
"1506",1990-11-10,1990,45,3,"IL","Chicago",25,457,12,23,52,116,254,2.18,43.7142857142857,30.4285714285714
"1507",1990-11-17,1990,46,3,"IL","Chicago",22,482,18,9,58,119,278,0,56,33.2857142857143
"1508",1990-11-24,1990,47,3,"IL","Chicago",14,405,44,12,44,87,218,0.26,54.8571428571429,35.5714285714286
"1509",1990-12-01,1990,48,3,"IL","Chicago",24,549,75,16,67,117,274,3.04,52.7142857142857,34.8571428571429
"1510",1990-12-08,1990,49,3,"IL","Chicago",18,431,29,5,48,91,258,0.46,39.7142857142857,21.2857142857143
"1511",1990-12-15,1990,50,3,"IL","Chicago",24,471,14,17,63,111,266,0.19,47.2857142857143,29.4285714285714
"1512",1990-12-22,1990,51,3,"IL","Chicago",14,453,11,13,40,103,285,0.36,38.5714285714286,26.5714285714286
"1513",1990-12-29,1990,52,3,"IL","Chicago",17,466,14,13,62,103,274,0.84,24.8571428571429,7
"1514",1991-01-05,1991,1,3,"IL","Chicago",5,228,3,7,22,46,150,0.35,23.5714285714286,6.57142857142857
"1515",1991-01-12,1991,2,3,"IL","Chicago",34,1159,83,38,26,139,873,0.65,29.4285714285714,17.8571428571429
"1516",1991-01-19,1991,3,3,"IL","Chicago",23,713,38,23,11,80,561,0.46,35.1428571428571,21.2857142857143
"1517",1991-01-26,1991,4,3,"IL","Chicago",34,1295,113,44,25,155,958,0.04,23.2857142857143,5.14285714285714
"1518",1991-02-02,1991,5,3,"IL","Chicago",22,456,26,14,9,59,348,0,32.5714285714286,14.7142857142857
"1519",1991-02-09,1991,6,3,"IL","Chicago",26,669,42,24,13,74,516,0,45,29.7142857142857
"1520",1991-02-16,1991,7,3,"IL","Chicago",19,461,32,10,9,58,352,0.19,30.1428571428571,13.7142857142857
"1521",1991-02-23,1991,8,3,"IL","Chicago",18,502,62,5,13,51,371,0.39,44,28.2857142857143
"1522",1991-03-02,1991,9,3,"IL","Chicago",16,496,26,73,103,100,194,0.59,38.8571428571429,23
"1523",1991-03-09,1991,10,3,"IL","Chicago",14,447,13,69,92,99,174,0.04,42,22.8571428571429
"1524",1991-03-16,1991,11,3,"IL","Chicago",36,573,10,69,114,106,274,0.55,42.5714285714286,27.5714285714286
"1525",1991-03-23,1991,12,3,"IL","Chicago",21,518,29,69,86,123,211,0.91,57.5714285714286,37.7142857142857
"1526",1991-03-30,1991,13,3,"IL","Chicago",7,332,14,43,69,75,131,1.46,57,33.5714285714286
"1527",1991-04-06,1991,14,3,"IL","Chicago",22,476,15,61,84,113,203,0.17,62.2857142857143,39.7142857142857
"1528",1991-04-13,1991,15,3,"IL","Chicago",29,684,18,101,148,142,275,1.52,57.1428571428571,41.8571428571429
"1529",1991-04-20,1991,16,3,"IL","Chicago",18,468,14,73,114,82,185,1.66,57.1428571428571,41.5714285714286
"1530",1991-04-27,1991,17,3,"IL","Chicago",12,487,8,71,107,117,184,0.52,64.2857142857143,41.2857142857143
"1531",1991-05-04,1991,18,3,"IL","Chicago",14,415,23,62,71,87,172,0.2,65.2857142857143,46.5714285714286
"1532",1991-05-11,1991,19,3,"IL","Chicago",19,500,18,71,93,121,197,1.33,68.7142857142857,46.8571428571429
"1533",1991-05-18,1991,20,3,"IL","Chicago",9,469,33,64,89,100,183,1.41,80,57
"1534",1991-05-25,1991,21,3,"IL","Chicago",24,485,25,84,97,86,193,2.23,78.1428571428571,57.7142857142857
"1535",1991-06-01,1991,22,3,"IL","Chicago",9,373,16,53,69,80,155,0.59,87.2857142857143,67.1428571428571
"1536",1991-06-08,1991,23,3,"IL","Chicago",7,501,22,79,103,103,194,0,76.5714285714286,53.7142857142857
"1537",1991-06-15,1991,24,3,"IL","Chicago",21,473,13,65,111,110,174,0.55,86.5714285714286,62.7142857142857
"1538",1991-06-22,1991,25,3,"IL","Chicago",9,458,33,68,105,86,166,0,84,58.8571428571429
"1539",1991-06-29,1991,26,3,"IL","Chicago",12,432,32,68,95,91,146,0,87.5714285714286,63.7142857142857
"1540",1991-07-06,1991,27,3,"IL","Chicago",9,311,9,51,65,66,120,0.33,90.5714285714286,66
"1541",1991-07-13,1991,28,3,"IL","Chicago",16,552,12,84,125,105,226,0.35,84.1428571428571,63.5714285714286
"1542",1991-07-20,1991,29,3,"IL","Chicago",15,413,11,67,76,100,159,0,91,65.7142857142857
"1543",1991-07-27,1991,30,3,"IL","Chicago",5,438,12,69,85,109,163,0.59,84.4285714285714,62.5714285714286
"1544",1991-08-03,1991,31,3,"IL","Chicago",16,525,11,80,111,109,214,0.07,87.1428571428571,61.2857142857143
"1545",1991-08-10,1991,32,3,"IL","Chicago",13,494,15,67,103,97,212,1.91,77.2857142857143,61.5714285714286
"1546",1991-08-17,1991,33,3,"IL","Chicago",13,445,18,75,78,87,187,0.09,84.7142857142857,59.8571428571429
"1547",1991-08-24,1991,34,3,"IL","Chicago",15,507,17,87,99,105,199,0.27,82,60.2857142857143
"1548",1991-08-31,1991,35,3,"IL","Chicago",12,519,12,98,112,103,194,0.52,90.2857142857143,68.8571428571429
"1549",1991-09-07,1991,36,3,"IL","Chicago",16,328,11,57,68,69,123,0.69,82.1428571428571,59
"1550",1991-09-14,1991,37,3,"IL","Chicago",11,491,10,90,89,124,178,1.26,83.4285714285714,65.8571428571429
"1551",1991-09-21,1991,38,3,"IL","Chicago",15,480,12,86,104,101,177,0.32,71.1428571428571,47.7142857142857
"1552",1991-09-28,1991,39,3,"IL","Chicago",21,479,15,69,114,89,192,0.24,62.4285714285714,40
"1553",1991-10-05,1991,40,3,"IL","Chicago",8,337,6,57,69,60,145,3.16,70.2857142857143,48.2857142857143
"1554",1991-10-12,1991,41,3,"IL","Chicago",7,464,15,66,91,88,204,0.07,63.7142857142857,42
"1555",1991-10-19,1991,42,3,"IL","Chicago",18,574,27,85,124,107,231,0.56,57.8571428571429,35
"1556",1991-10-26,1991,43,3,"IL","Chicago",15,298,8,41,63,64,122,2.46,67,46.8571428571429
"1557",1991-11-02,1991,44,3,"IL","Chicago",17,425,11,66,70,80,198,1.49,54.1428571428571,40
"1558",1991-11-09,1991,45,3,"IL","Chicago",17,536,20,79,103,124,210,0,31.2857142857143,14
"1559",1991-11-16,1991,46,3,"IL","Chicago",20,530,19,92,114,116,189,0.89,48.1428571428571,33.4285714285714
"1560",1991-11-23,1991,47,3,"IL","Chicago",22,419,14,62,82,86,175,0.95,55.1428571428571,34
"1561",1991-11-30,1991,48,3,"IL","Chicago",4,263,8,35,55,51,114,1.37,41.5714285714286,24.1428571428571
"1562",1991-12-07,1991,49,3,"IL","Chicago",16,526,17,85,102,116,206,0.58,33,16.7142857142857
"1563",1991-12-14,1991,50,3,"IL","Chicago",16,521,19,58,103,115,226,0.86,48.4285714285714,30.1428571428571
"1564",1991-12-21,1991,51,3,"IL","Chicago",18,464,22,90,64,83,205,0.24,32.1428571428571,14.4285714285714
"1565",1991-12-28,1991,52,3,"IL","Chicago",21,366,4,48,82,78,154,0.03,39.5714285714286,25.2857142857143
"1566",1992-01-04,1992,1,3,"IL","Chicago",29,601,10,76,119,129,267,0.02,37.7142857142857,32.2857142857143
"1567",1992-01-11,1992,2,3,"IL","Chicago",26,501,15,67,123,100,196,0.25,39.7142857142857,30.7142857142857
"1568",1992-01-18,1992,3,3,"IL","Chicago",25,509,19,85,107,114,184,0.2,27.5714285714286,8.57142857142857
"1569",1992-01-25,1992,4,3,"IL","Chicago",22,409,8,48,81,80,192,0.4,34,16.7142857142857
"1570",1992-02-01,1992,5,3,"IL","Chicago",16,500,50,52,115,101,182,0,33.8571428571429,24.2857142857143
"1571",1992-02-08,1992,6,3,"IL","Chicago",8,502,23,71,108,107,193,0.03,41.5714285714286,23.5714285714286
"1572",1992-02-15,1992,7,3,"IL","Chicago",20,449,17,71,76,83,202,0.62,33.4285714285714,22.2857142857143
"1573",1992-02-22,1992,8,3,"IL","Chicago",18,441,24,65,82,91,179,0.36,42.5714285714286,32.5714285714286
"1574",1992-02-29,1992,9,3,"IL","Chicago",21,523,83,64,95,88,193,0.38,41.2857142857143,29.7142857142857
"1575",1992-03-07,1992,10,3,"IL","Chicago",18,523,14,75,113,96,225,0.39,58.4285714285714,39.2857142857143
"1576",1992-03-14,1992,11,3,"IL","Chicago",19,515,8,73,99,124,211,0.47,39.5714285714286,21.2857142857143
"1577",1992-03-21,1992,12,3,"IL","Chicago",11,436,12,49,100,95,180,1.09,40,26.1428571428571
"1578",1992-03-28,1992,13,3,"IL","Chicago",20,525,17,61,112,110,225,0.27,46.8571428571429,25.5714285714286
"1579",1992-04-04,1992,14,3,"IL","Chicago",24,505,16,70,83,109,227,0.61,45.2857142857143,28.8571428571429
"1580",1992-04-11,1992,15,3,"IL","Chicago",19,505,11,72,118,119,185,0.46,61.5714285714286,36.8571428571429
"1581",1992-04-18,1992,16,3,"IL","Chicago",9,266,12,44,57,50,103,1.14,51.2857142857143,36.8571428571429
"1582",1992-04-25,1992,17,3,"IL","Chicago",15,562,49,81,92,116,224,0.37,56.7142857142857,44.7142857142857
"1583",1992-05-02,1992,18,3,"IL","Chicago",20,648,18,109,147,134,240,0.08,64.7142857142857,39.1428571428571
"1584",1992-05-09,1992,19,3,"IL","Chicago",26,535,10,75,98,103,249,0,62.7142857142857,36.5714285714286
"1585",1992-05-16,1992,20,3,"IL","Chicago",12,493,12,83,142,92,164,0,76.5714285714286,51.2857142857143
"1586",1992-05-23,1992,21,3,"IL","Chicago",13,511,11,82,99,113,206,0.3,76.8571428571429,49.7142857142857
"1587",1992-05-30,1992,22,3,"IL","Chicago",15,493,6,83,95,90,219,0,60.1428571428571,36
"1588",1992-06-06,1992,23,3,"IL","Chicago",15,418,18,75,84,79,162,0.12,77.2857142857143,50.1428571428571
"1589",1992-06-13,1992,24,3,"IL","Chicago",17,528,41,67,109,114,197,0,81,51.8571428571429
"1590",1992-06-20,1992,25,3,"IL","Chicago",6,330,21,72,59,62,116,1.23,78.7142857142857,58.7142857142857
"1591",1992-06-27,1992,26,3,"IL","Chicago",16,441,9,72,79,99,182,0,71,47.2857142857143
"1592",1992-07-04,1992,27,3,"IL","Chicago",14,429,6,66,88,99,170,0.72,83.5714285714286,56.4285714285714
"1593",1992-07-11,1992,28,3,"IL","Chicago",14,492,17,79,109,101,186,0.03,82.1428571428571,61.5714285714286
"1594",1992-07-18,1992,29,3,"IL","Chicago",13,422,12,95,93,74,148,1.87,77.4285714285714,61.2857142857143
"1595",1992-07-25,1992,30,3,"IL","Chicago",15,438,17,60,90,100,171,0.3,73.1428571428571,58.8571428571429
"1596",1992-08-01,1992,31,3,"IL","Chicago",11,445,18,65,100,91,171,0.85,77,59.4285714285714
"1597",1992-08-08,1992,32,3,"IL","Chicago",9,410,7,54,111,100,138,0.9,77.7142857142857,57.4285714285714
"1598",1992-08-15,1992,33,3,"IL","Chicago",13,265,6,50,48,50,111,0.38,77,58.7142857142857
"1599",1992-08-22,1992,34,3,"IL","Chicago",17,236,7,30,44,46,109,0.27,77.1428571428571,50.8571428571429
"1600",1992-08-29,1992,35,3,"IL","Chicago",8,410,18,70,86,82,154,2.01,78,60.1428571428571
"1601",1992-09-05,1992,36,3,"IL","Chicago",8,602,22,100,130,133,217,0.04,76.8571428571429,55.7142857142857
"1602",1992-09-12,1992,37,3,"IL","Chicago",10,508,4,94,106,95,209,1.29,74,56
"1603",1992-09-19,1992,38,3,"IL","Chicago",15,594,29,103,128,132,202,1.86,78.1428571428571,59.1428571428571
"1604",1992-09-26,1992,39,3,"IL","Chicago",5,460,11,80,83,90,196,1.12,67.1428571428571,46.8571428571429
"1605",1992-10-03,1992,40,3,"IL","Chicago",10,414,14,61,102,82,155,0,70.1428571428571,43.7142857142857
"1606",1992-10-10,1992,41,3,"IL","Chicago",13,384,19,59,75,80,151,0.24,64.5714285714286,43.8571428571429
"1607",1992-10-17,1992,42,3,"IL","Chicago",3,425,12,46,82,92,193,1.32,56.7142857142857,39.4285714285714
"1608",1992-10-24,1992,43,3,"IL","Chicago",13,393,12,75,72,78,156,0.17,59,37
"1609",1992-10-31,1992,44,3,"IL","Chicago",18,517,13,74,89,134,207,0.06,55.4285714285714,37
"1610",1992-11-07,1992,45,3,"IL","Chicago",25,549,11,99,115,108,216,2.95,42.2857142857143,33.7142857142857
"1611",1992-11-14,1992,46,3,"IL","Chicago",7,359,19,18,89,94,139,1.09,45.4285714285714,33.7142857142857
"1612",1992-11-21,1992,47,3,"IL","Chicago",8,388,6,71,81,77,153,0.42,46.8571428571429,33.1428571428571
"1613",1992-11-28,1992,48,3,"IL","Chicago",9,487,21,57,107,112,190,0.95,41,32
"1614",1992-12-05,1992,49,3,"IL","Chicago",9,532,24,76,98,105,229,0.03,34.5714285714286,24
"1615",1992-12-12,1992,50,3,"IL","Chicago",12,514,18,87,114,115,180,0.39,32.8571428571429,23.5714285714286
"1616",1992-12-19,1992,51,3,"IL","Chicago",26,627,18,98,110,142,259,0.68,38.8571428571429,26.8571428571429
"1617",1992-12-26,1992,52,3,"IL","Chicago",20,511,16,68,112,92,223,0,30,10.2857142857143
"1618",1993-01-02,1992,53,3,"IL","Chicago",16,590,9,83,114,123,261,1.48,39.2857142857143,23.8571428571429
"1619",1993-01-09,1993,1,3,"IL","Chicago",20,695,12,87,160,143,293,1.78,33.1428571428571,22.5714285714286
"1620",1993-01-16,1993,2,3,"IL","Chicago",15,517,14,71,107,118,207,1.12,29.7142857142857,18
"1621",1993-01-23,1993,3,3,"IL","Chicago",19,462,12,69,92,104,185,0.81,35.7142857142857,17.8571428571429
"1622",1993-01-30,1993,4,3,"IL","Chicago",28,478,20,64,79,102,213,0.03,34.4285714285714,18
"1623",1993-02-06,1993,5,3,"IL","Chicago",14,510,14,74,91,100,231,0,43,23.8571428571429
"1624",1993-02-13,1993,6,3,"IL","Chicago",10,451,15,91,94,83,168,0.11,35.4285714285714,27.1428571428571
"1625",1993-02-20,1993,7,3,"IL","Chicago",6,257,107,21,39,27,63,0.26,26.8571428571429,11.7142857142857
"1626",1993-02-27,1993,8,3,"IL","Chicago",15,357,24,46,63,77,147,0.45,23.8571428571429,8
"1627",1993-03-06,1993,9,3,"IL","Chicago",12,359,20,43,75,67,154,0.44,41.4285714285714,26.2857142857143
"1628",1993-03-13,1993,10,3,"IL","Chicago",15,468,6,60,99,96,207,0.43,35.2857142857143,23
"1629",1993-03-20,1993,11,3,"IL","Chicago",19,461,12,61,83,102,203,0.35,35,18.5714285714286
"1630",1993-03-27,1993,12,3,"IL","Chicago",26,512,13,73,93,120,213,1.6,42.2857142857143,33.2857142857143
"1631",1993-04-03,1993,13,3,"IL","Chicago",20,442,6,57,94,94,191,2.12,50.4285714285714,29.7142857142857
"1632",1993-04-10,1993,14,3,"IL","Chicago",12,224,6,31,46,49,92,0.49,52.7142857142857,34.1428571428571
"1633",1993-04-17,1993,15,3,"IL","Chicago",19,428,11,63,83,93,178,1.91,49.5714285714286,34.5714285714286
"1634",1993-04-24,1993,16,3,"IL","Chicago",36,564,26,77,96,107,258,1.29,59.8571428571429,38.1428571428571
"1635",1993-05-01,1993,17,3,"IL","Chicago",25,458,20,52,91,102,193,0.46,63.1428571428571,43.2857142857143
"1636",1993-05-08,1993,18,3,"IL","Chicago",19,310,7,42,68,62,131,0.41,73.8571428571429,52.8571428571429
"1637",1993-05-15,1993,19,3,"IL","Chicago",27,512,12,77,106,101,216,0,77.2857142857143,49.8571428571429
"1638",1993-05-22,1993,20,3,"IL","Chicago",28,540,17,88,108,98,229,0.38,66.5714285714286,41.5714285714286
"1639",1993-05-29,1993,21,3,"IL","Chicago",13,409,17,53,80,85,174,0.44,70.1428571428571,48.4285714285714
"1640",1993-06-05,1993,22,3,"IL","Chicago",14,343,10,52,73,73,135,1.97,61.8571428571429,44.4285714285714
"1641",1993-06-12,1993,23,3,"IL","Chicago",14,431,10,64,94,94,169,1.81,77,57.1428571428571
"1642",1993-06-19,1993,24,3,"IL","Chicago",8,274,6,36,52,58,122,4.1,82.2857142857143,57.1428571428571
"1643",1993-06-26,1993,25,3,"IL","Chicago",20,590,49,72,106,146,217,1.27,83.1428571428571,60.2857142857143
"1644",1993-07-03,1993,26,3,"IL","Chicago",12,399,8,66,72,95,158,1.41,78.8571428571429,61
"1645",1993-07-10,1993,27,3,"IL","Chicago",9,452,11,63,97,90,191,0.16,87.1428571428571,69.7142857142857
"1646",1993-07-17,1993,28,3,"IL","Chicago",11,283,6,51,48,53,125,0.11,80.7142857142857,61.8571428571429
"1647",1993-07-24,1993,29,3,"IL","Chicago",16,487,12,82,108,85,200,2.93,81.7142857142857,64.1428571428571
"1648",1993-07-31,1993,30,3,"IL","Chicago",12,240,6,37,48,43,106,1.25,84.5714285714286,64.8571428571429
"1649",1993-08-07,1993,31,3,"IL","Chicago",14,573,25,89,112,117,230,0.38,77.5714285714286,57.4285714285714
"1650",1993-08-14,1993,32,3,"IL","Chicago",12,546,12,90,105,121,218,0.2,84,64.1428571428571
"1651",1993-08-21,1993,33,3,"IL","Chicago",22,550,17,105,124,100,204,2.09,82.5714285714286,66.7142857142857
"1652",1993-08-28,1993,34,3,"IL","Chicago",14,525,9,93,104,106,213,1.44,87.1428571428571,68.4285714285714
"1653",1993-09-04,1993,35,3,"IL","Chicago",9,566,33,125,101,110,197,1.99,76.7142857142857,59.1428571428571
"1654",1993-09-11,1993,36,3,"IL","Chicago",16,382,54,57,67,59,145,0.36,71.4285714285714,50.8571428571429
"1655",1993-09-18,1993,37,3,"IL","Chicago",10,503,25,97,93,98,190,1.84,68.1428571428571,54.7142857142857
"1656",1993-09-25,1993,38,3,"IL","Chicago",14,538,15,97,112,114,200,1.53,66.5714285714286,49
"1657",1993-10-02,1993,39,3,"IL","Chicago",13,394,13,72,82,75,152,0.38,59.2857142857143,40.8571428571429
"1658",1993-10-09,1993,40,3,"IL","Chicago",19,562,13,101,114,110,224,0.49,69.2857142857143,40.4285714285714
"1659",1993-10-16,1993,41,3,"IL","Chicago",13,342,10,64,60,76,132,0.27,59.2857142857143,37.7142857142857
"1660",1993-10-23,1993,42,3,"IL","Chicago",8,386,9,68,80,65,164,1.36,60.4285714285714,40.5714285714286
"1661",1993-10-30,1993,43,3,"IL","Chicago",20,518,13,96,104,87,218,0.07,54.4285714285714,37.5714285714286
"1662",1993-11-06,1993,44,3,"IL","Chicago",36,723,22,101,137,147,316,0.07,47.4285714285714,30.4285714285714
"1663",1993-11-13,1993,45,3,"IL","Chicago",19,342,21,72,53,60,136,0.47,52.7142857142857,29.5714285714286
"1664",1993-11-20,1993,46,3,"IL","Chicago",14,412,9,66,80,87,170,0.17,45.2857142857143,32.4285714285714
"1665",1993-11-27,1993,47,3,"IL","Chicago",6,154,1,19,26,35,73,0.81,46.7142857142857,31.8571428571429
"1666",1993-12-04,1993,48,3,"IL","Chicago",19,371,12,58,68,72,161,0.21,41,27.2857142857143
"1667",1993-12-11,1993,49,3,"IL","Chicago",11,285,9,34,63,55,124,0.06,42.4285714285714,26.5714285714286
"1668",1993-12-18,1993,50,3,"IL","Chicago",16,559,14,80,113,129,223,0.66,42.5714285714286,33.7142857142857
"1669",1993-12-25,1993,51,3,"IL","Chicago",11,312,10,52,55,53,142,0.04,27.7142857142857,19.5714285714286
"1670",1994-01-01,1993,52,3,"IL","Chicago",7,302,6,51,63,66,116,0.04,26.4285714285714,12.1428571428571
"1671",1994-01-08,1994,1,3,"IL","Chicago",13,329,9,46,79,84,111,0.36,27.2857142857143,14.2857142857143
"1672",1994-01-15,1994,2,3,"IL","Chicago",27,192,8,24,38,35,87,0.18,21.1428571428571,3.14285714285714
"1673",1994-01-22,1994,3,3,"IL","Chicago",43,519,26,70,113,101,209,0.17,12,-10.4285714285714
"1674",1994-01-29,1994,4,3,"IL","Chicago",44,604,32,80,125,113,254,1.02,33.1428571428571,24.7142857142857
"1675",1994-02-05,1994,5,3,"IL","Chicago",48,603,11,106,109,120,257,0.13,19.1428571428571,4.14285714285714
"1676",1994-02-12,1994,6,3,"IL","Chicago",56,662,38,99,124,129,272,0.33,22,4.42857142857143
"1677",1994-02-19,1994,7,3,"IL","Chicago",55,644,14,94,127,129,280,0.95,45.8571428571429,27.4285714285714
"1678",1994-02-26,1994,8,3,"IL","Chicago",59,630,13,87,115,144,271,1.15,32.1428571428571,16.8571428571429
"1679",1994-03-05,1994,9,3,"IL","Chicago",17,566,41,72,131,107,215,0.03,38.1428571428571,17.7142857142857
"1680",1994-03-12,1994,10,3,"IL","Chicago",30,489,17,66,103,83,220,0.06,44.7142857142857,27.4285714285714
"1681",1994-03-19,1994,11,3,"IL","Chicago",38,528,25,77,119,86,221,0.05,44.4285714285714,26.1428571428571
"1682",1994-03-26,1994,12,3,"IL","Chicago",27,310,49,31,61,50,119,0.93,58.7142857142857,37.7142857142857
"1683",1994-04-02,1994,13,3,"IL","Chicago",52,589,19,87,110,133,240,0.05,54,31.8571428571429
"1684",1994-04-09,1994,14,3,"IL","Chicago",24,427,15,62,81,101,168,0.01,53.5714285714286,32.7142857142857
"1685",1994-04-16,1994,15,3,"IL","Chicago",37,548,7,83,118,117,223,1.12,59.1428571428571,41.7142857142857
"1686",1994-04-23,1994,16,3,"IL","Chicago",50,699,45,93,139,124,298,0.02,66.5714285714286,40.5714285714286
"1687",1994-04-30,1994,17,3,"IL","Chicago",23,635,16,104,101,142,272,1.05,67.4285714285714,46
"1688",1994-05-07,1994,18,3,"IL","Chicago",19,687,14,117,134,147,275,0.2,60.4285714285714,38.2857142857143
"1689",1994-05-14,1994,19,3,"IL","Chicago",27,648,20,108,125,111,284,0.07,70.1428571428571,45.2857142857143
"1690",1994-05-21,1994,20,3,"IL","Chicago",20,605,13,91,126,136,239,0,70.4285714285714,42.7142857142857
"1691",1994-05-28,1994,21,3,"IL","Chicago",NA,NA,NA,NA,NA,NA,NA,0.31,75.5714285714286,49.4285714285714
"1692",1994-06-04,1994,22,3,"IL","Chicago",6,284,10,53,57,48,116,0,77.1428571428571,51.7142857142857
"1693",1994-06-11,1994,23,3,"IL","Chicago",49,527,37,75,97,96,222,0.2,80.1428571428571,49.8571428571429
"1694",1994-06-18,1994,24,3,"IL","Chicago",40,454,20,60,87,87,200,1.38,92.5714285714286,68.8571428571429
"1695",1994-06-25,1994,25,3,"IL","Chicago",25,229,11,31,41,52,94,4.51,81.8571428571429,61.1428571428571
